M74_alpha[,1]	M74_beta[,1]	M74_alpha[,2]	M74_beta[,2]	M74_alpha[,3]	M74_beta[,3]	M74_alpha[,4]	M74_beta[,4]	M74_alpha[,5]	M74_beta[,5]	M74_alpha[,6]	M74_beta[,6]	M74_alpha[,7]	M74_beta[,7]	M74_alpha[,8]	M74_beta[,8]	M74_alpha[,9]	M74_beta[,9]	M74_alpha[,10]	M74_beta[,10]	M74_alpha[,11]	M74_beta[,11]	M74_alpha[,12]	M74_beta[,12]	M74_alpha[,13]	M74_beta[,13]	M74_alpha[,14]	M74_beta[,14]	M74_alpha[,15]	M74_beta[,15]	M74_alpha[,16]	M74_beta[,16]	M74_alpha[,17]	M74_beta[,17]
4.70642148294631	54.9364816085036	9.67021168873021	108.895404896976	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	4.48770696392614	69.6525039054963	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	2.56412964055993	56.6263052754127	1.16052289038184	20.8149152914367	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854	1.19183319639858	21.6840438937854
16.1444273497597	20.7486881661446	43.0398231567791	54.9561312074721	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	23.8604098275464	34.9815379592512	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	8.54567627707657	26.8841590341862	3.98894939965909	8.54703237173968	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765	3.9690542890624	8.44976388697765
15.9710388225476	55.4877478555178	16.0931710719761	44.135762580629	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	19.6412149593818	46.9617520103767	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	3.65476793370833	23.4577538297066	2.84850573405693	11.603578152584	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534	2.77315481883445	11.3252428366534
14.7912076782742	42.5612842886673	13.8912950212848	38.1165485627091	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	19.0340194860481	53.421326863583	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.73646572803269	23.4498091813711	2.9033722508431	11.0618622409467	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732	2.88929281009629	11.0619037620732
11.1638224740988	20.5245751248191	14.8342279001354	49.3832088969875	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	11.7004853513301	37.0312320636224	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	7.31464472019411	17.1900277092669	3.56992682550171	10.819137364348	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338	3.5872273360606	10.8308889664338
0.910858553004002	319.475547709396	2.61023990088038	460.773374670463	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	2.21807144367322	96.8472007168102	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.733853259251489	46.7647395725601	0.768141383650197	40.8655379469838	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104	0.782162475865027	42.4073723593104
0.465525495329999	69.9619321945337	2.69184845864198	147.355445780041	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	1.9761401094518	148.52958033623	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.483960454634496	26.3878027121893	0.486848177918016	26.6205113943546	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492	0.475904573759699	26.1258044122492
0.538397914353693	13.4025113128263	1.13388399719211	52.7323391473261	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.52510491121242	87.6241163767548	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.534700535570806	13.618304640999	0.547473186630942	13.8068316542433	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285	0.547251018044207	13.730104005285
3.69343481079613	63.0473460131311	3.89050468736556	80.6673020365111	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	2.41198917707369	93.5303010804319	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.6028854093351	23.7031677850934	1.59096359621341	23.3614140106469	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351	1.60992893726909	23.7113818093351
3.76935290873011	59.1790924608442	9.54088304744932	61.4478301032153	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	5.59071088252152	64.0494346396699	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.20656219237477	16.10515724642	2.18598864267838	16.0305833796414	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046	2.21910966457467	16.2273547126046
2.26651191621758	25.8749322881229	4.04700067289217	50.1514816210969	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	3.13298692746228	77.5724980664141	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.32937331212987	12.6507856123613	1.29027922904689	12.3159553912936	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922	1.28062586070851	12.2466357924922
2.49412648834791	55.2135664396463	4.52578118162532	61.4861963800042	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	12.1930766030506	69.8599288010582	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.6042937648227	14.5892437825953	1.59530638757103	14.6006975471603	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598	1.62468807884864	14.8078807372598
4.35218451439437	49.239546976732	2.55310339291724	51.2871199920941	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	9.15825486098	50.3495739952903	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.65188443099914	12.0000530152747	1.65959474023883	12.1129757181747	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009	1.67014968147954	12.1900136503009
0.882425415119729	15.5439598253815	1.87457801167878	69.646902784917	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	5.50280595777822	80.2507542382357	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.902147706896264	15.9951683990461	0.899128731909135	15.9195905331327	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118	0.883649168027061	15.7764030195118
0.23730513425661	37.412248135077	0.245298077859653	33.2196511526523	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.255803378761493	89.594347222395	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.253862350539867	15.0206473088986	0.256714232766975	14.8619096050997	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532	0.256763296457511	14.7323374891532
0.467687370007796	49.7564717803139	0.495829734177296	30.62970285699	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	2.98068296844197	63.8058500461665	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.497462771066536	14.0100546120345	0.516108260641021	14.3188518037746	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972	0.502770973289683	13.7642827522972
0.736130266891158	12.9618650232309	0.672659740100714	36.8641561137338	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	4.5324143737816	38.0254670701771	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.746474013831373	13.125929142299	0.731496196529154	12.7324499939578	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135	0.73596600682052	13.0178371481135
0.433759435007209	14.1758544082804	0.407115887640018	51.6204735871226	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.418383462403271	97.0841712808433	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.43686945970782	13.9480320782514	0.441661171210165	14.459188059902	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012	0.434955621301775	14.0780781225012
1.51364717110549	10.7326891646995	1.84656963903163	36.7361641476718	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	4.12981731663635	31.1677665862384	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.52529488867861	10.755662347059	1.50166094024094	10.5987495371236	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476	1.51137008055291	10.6281486387476
2.79587744605347	14.7002267219908	10.2454893137092	82.6419931315236	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	5.16165173942757	23.9837561624785	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.75516668611339	14.4753942026508	2.70054961125852	14.294727992634	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419	2.79659654513003	14.6712144800419
8.42734032300925	196.467877839141	6.15806596680171	117.324307540351	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	3.50944141133787	46.5968037533947	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.8703670869362	23.7230522745334	1.89824106683851	24.2771735338029	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943	1.86743257159648	23.8796041248943
1.31144502770166	265.785301958379	0.668726559629425	29.2787234909494	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	2.3983154431088	128.585597342735	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.693353365926241	30.2461096383683	0.67546155474857	29.5871529053128	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623	0.688933382352941	30.1634348376623
0.319649857355065	96.0475064148984	0.342497835890655	14.7388687819277	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.331941245401738	87.9268317941458	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.342334259259259	14.7650911272923	0.331619586782712	14.1685809721466	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502	0.348348234951363	14.6279301378502
0.451559985720502	94.0170562737987	0.487404291616258	13.7600172698061	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	2.56820921902454	59.7518397745338	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.506374419611208	14.2095343165471	0.497950551299639	14.1132745455208	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979	0.507965903857391	14.1943757417979
0.554286961254514	92.1978819233696	0.578184808738421	14.1338968385496	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.554563223626225	89.5157995547115	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.57612164987625	14.128361501636	0.570610039907582	13.8387344022031	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021	0.58926099387338	14.2423774122021
1.48292695936	105.510360151751	0.632756145552362	17.9941542327921	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	1.51336408868804	90.4844528528344	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.61941725498286	17.8651322819572	0.632568887392678	18.1547458554846	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166
1.48292695936	105.510360151751	0.632756145552362	17.9941542327921	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	1.51336408868804	90.4844528528344	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.61941725498286	17.8651322819572	0.632568887392678	18.1547458554846	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166
1.48292695936	105.510360151751	0.632756145552362	17.9941542327921	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	1.51336408868804	90.4844528528344	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.61941725498286	17.8651322819572	0.632568887392678	18.1547458554846	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166
1.48292695936	105.510360151751	0.632756145552362	17.9941542327921	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	1.51336408868804	90.4844528528344	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.61941725498286	17.8651322819572	0.632568887392678	18.1547458554846	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166	0.636149449274715	17.7125511355166
