M74[6]	M74[7]	M74[8]	M74[9]	M74[10]	M74[11]	M74[12]	M74[13]	M74[14]	M74[15]	M74[16]	M74[17]	M74[18]	M74[19]	M74[20]	M74[21]	M74[22]	M74[23]	M74[24]	M74[25]	M74[26]	M74[27]	M74[28]	M74[29]	M74[30]	M74[31]	M74[32]	M74[33]	M74[34]	M74[35]	M74[36]	M74[37]
0.326995	0.586892	0.688936	0.405844	0.416216	0.0103902	0.269699	0.241502	0.0210751	0.206426	0.0211885	0.00310178	0.00192154	0.0292692	0.0691884	0.0658239	0.0705967	0.127143	0.0386432	0.00040479	0.278117	0.0512292	0.0241278	0.0454099	0.120878	0.0270236	0.0314885	0.00108065	0.036846	0.0182695	0.00398662	0.00398662
0.914058	0.647324	0.586685	0.295147	0.214461	0.0118074	0.460981	0.151786	0.28747	0.284141	0.0165638	0.0213469	0.00198467	0.0228872	0.0849827	0.0466104	0.103164	0.102255	0.000475285	0.00443783	0.0644142	0.0760674	9.47E-05	0.0747938	0.254741	0.0370725	0.00367014	0.000423443	0.000114265	0.0231996	0.00282098	0.00282098
0.281615	0.597974	0.427395	0.725659	0.277124	0.112392	0.11329	0.205144	0.337995	0.304186	0.00557541	0.000418268	0.0291071	0.0945311	0.127424	0.154214	0.0453709	0.0155271	0.0711794	0.0147136	0.00077714	0.0676454	0.0078828	0.108572	0.209938	0.0979432	0.000934355	0.0398908	0.122505	0.011811	0.0554011	0.0554011
0.789793	0.547597	0.418281	0.676391	0.375596	0.0902254	0.298145	0.20234	0.0969293	0.16621	0.00219633	0.0570431	0.0408003	0.128995	0.026343	0.0184187	0.0947659	0.165694	0.0626883	0.0382222	0.073389	0.0568146	0.0163888	0.111105	0.144238	0.0545582	0.00660615	0.00109363	0.0551559	0.0277457	0.127589	0.127589
0.622771	0.718042	0.424909	0.297007	0.229439	0.000400267	0.323257	0.160184	0.330605	0.17672	0.0239773	0.027885	0.0876414	0.0175301	0.143646	0.0442773	0.0132756	0.116207	0.0213774	0.00189322	0.00405935	0.0494711	0.0632962	0.0905678	0.35043	0.0396774	0.00246673	0.0133741	0.0464457	0.0826759	0.0134883	0.0134883
0.861842	0.643818	0.4207	0.263503	0.263788	0.0501144	0.0369725	0.0462891	0.335182	0.248279	0.000913422	0.000542839	0.0235152	0.0261199	0.174271	0.177824	0.155766	0.152746	0.0391295	7.71E-05	0.0166045	0.0155741	0.0475774	0.427906	0.211304	0.0374043	0.0709839	0.0271233	0.0155282	0.00150866	0.00823437	0.00823437
0.819739	0.553774	0.620295	0.454988	0.15991	0.137885	0.377923	0.0402894	0.161442	0.24334	0.0235381	0.0215213	0.0218595	0.0220187	0.147239	0.0549674	0.131738	0.0161775	0.00747015	0.0113682	0.0277087	0.0216775	0.0506502	0.0901739	0.185178	0.146207	0.00224438	0.000820345	0.018938	0.0560572	0.0204972	0.0204972
0.503079	0.669616	0.493813	0.602474	0.189305	0.0485444	0.25301	0.186497	0.250142	0.476534	0.00049885	0.000475747	0.0114392	0.0683891	0.0270318	0.121793	0.108689	0.171392	0.0964329	0.000122519	0.021056	0.0727937	0.000195323	0.0236053	0.249855	0.1585	0.0287043	0.000584302	0.00223369	0.0264208	0.023512	0.023512
0.910673	0.549102	0.475001	0.424071	0.200379	0.0193428	0.375753	0.141517	0.24024	0.133072	0.0084102	0.00549115	0.00510201	0.201637	0.171545	0.0507115	0.181293	0.0661114	0.00670624	0.000248992	0.0293879	0.0321789	0.00151343	0.145374	0.304616	0.0801375	0.00547058	0.000316298	0.00893608	0.00334638	0.0410185	0.0410185
0.466386	0.633171	0.660737	0.331702	0.047368	0.0305065	0.126391	0.145305	0.0770387	0.141377	0.0193764	0.00862775	0.0021378	0.0790335	0.0986963	0.0958518	0.0629784	0.212572	0.0767199	0.0307937	0.0844756	0.251718	0.0600411	0.176762	0.170888	0.0677716	0.000976215	0.0092595	0.0405163	0.0976217	0.0446787	0.0446787
0.503903	0.711672	0.416649	0.559472	0.206551	0.0297363	0.391576	0.118419	0.225009	0.0817459	0.022049	0.00287369	0.0406441	0.0453625	0.0837741	0.0650967	0.117846	0.159316	0.0708666	0.0103833	0.0831552	0.00866545	0.0344243	0.127315	0.14038	0.109228	0.0231914	7.81E-05	0.00952102	0.106073	0.117625	0.117625
0.571911	0.694399	0.43219	0.528366	0.176241	0.00769707	0.194893	0.1046	0.274811	0.0953735	0.0565706	0.0197537	0.0710341	0.00954905	0.103213	0.348673	0.0507131	0.181107	0.10593	0.0239472	0.017687	0.000706199	0.00117944	0.255221	0.0765941	0.265749	0.00205414	0.0151636	0.00500781	0.00121296	0.0612142	0.0612142
0.591565	0.744088	0.462079	0.419919	0.0726461	0.0433277	0.336911	0.356918	0.297592	0.152622	0.001512	0.0012474	0.0330389	0.0600076	0.122348	0.119822	0.398616	0.0646544	0.0545113	0.000176766	0.0670105	0.119415	0.00470652	0.0495213	0.212237	0.0725853	0.0226943	0.000195195	0.113516	0.000764493	0.0504561	0.0504561
0.470788	0.666687	0.559818	0.592589	0.0687912	0.0905197	0.497553	0.202358	0.0825912	0.224598	0.0226928	0.0265373	0.00771298	0.0442107	0.0203396	0.0868032	0.113605	0.416006	0.103616	0.0458384	0.0473192	0.0633301	0.135658	0.0292025	0.111211	0.0280111	0.00243193	0.000294818	0.0384807	0.0070649	0.00206243	0.00206243
0.318258	0.338883	0.490798	0.461291	0.135529	0.0219021	0.337851	0.374763	0.305215	0.22598	0.00649127	0.000490298	0.151582	0.0152969	0.0700997	0.0781942	0.220249	0.032048	0.0551533	0.000290691	0.06712	0.100928	0.000425697	0.225247	0.0515114	0.0606133	0.00252359	0.0270549	0.00540258	0.152436	0.0204722	0.0204722
0.803146	0.560308	0.281056	0.373378	0.272409	0.0444074	0.257021	0.258218	0.193717	0.299628	0.0201991	0.000227666	0.000930394	0.0159002	0.0417448	0.0257957	0.0187647	0.0293367	0.059631	0.0630919	0.0191531	0.0132546	0.000531148	0.0679748	0.0862302	0.0946834	0.0829015	0.0151187	0.0128358	0.023067	0.0548897	0.0548897
0.546626	0.483579	0.295809	0.370169	0.293121	0.0513155	0.240413	0.307164	0.0952854	0.181774	0.0372947	0.00355247	0.183217	0.245887	0.12405	0.271024	0.225279	0.0192199	0.00431897	0.0113903	0.00883977	0.0615727	0.0498931	0.229765	0.104148	0.182905	0.0154848	0.00966237	0.0531479	0.0145422	0.00333695	0.00333695
0.636092	0.602447	0.405638	0.721946	0.569306	0.271679	0.336583	0.273016	0.130348	0.229329	0.00634887	2.49E-05	0.0398793	0.0429521	0.0256011	0.188568	0.157613	0.21192	0.103845	0.0624965	0.0904525	0.0349842	0.00485682	0.264061	0.395177	0.00403162	0.0224115	0.0228333	0.00481993	0.00254952	0.00150617	0.00150617
0.691355	0.69483	0.546163	0.343495	0.28228	0.0630095	0.624262	0.361484	0.264215	0.27093	0.00229338	0.0526053	0.0327935	0.0200766	0.047914	0.0524615	0.122843	0.0438068	0.0214021	0.00178973	0.0486776	0.0123544	0.0693835	0.205768	0.106225	0.0827664	0.0120588	0.0200602	0.00642644	0.0110182	0.00315485	0.00315485
0.596932	0.760622	0.555518	0.353949	0.466685	0.0432392	0.251433	0.271113	0.130498	0.0811983	0.0152478	0.0320132	0.0906139	0.182238	0.0917848	0.0766739	0.0665835	0.129413	0.0132454	0.00683063	0.144251	0.0261288	0.0600913	0.109882	0.178795	0.0915254	0.0465882	0.0157141	0.00490195	0.0330084	0.0213095	0.0213095
0.742447	0.427161	0.422774	0.45751	0.109655	0.0663213	0.348086	0.30437	0.240918	0.177686	0.0143176	0.00618142	0.000228578	0.128407	0.101676	0.0326061	0.0662792	0.221028	0.0257299	0.0369632	0.0202681	0.156046	0.00186729	0.0290043	0.161181	0.257513	0.000390897	0.016285	0.0825138	0.0121849	0.0975663	0.0975663
0.264712	0.684842	0.310344	0.322854	0.199906	0.00897513	0.351782	0.106686	0.0622821	0.275666	0.0014691	0.0209939	0.0200814	0.0529065	0.0353634	0.254986	0.37187	0.0289288	0.126509	0.000238332	0.0171488	0.00658909	0.0293052	0.0536495	0.121888	0.169769	0.0152915	0.0184293	0.00971811	0.0224659	0.015046	0.015046
0.395954	0.584451	0.669349	0.345232	0.374501	0.0667051	0.428331	0.178334	0.357211	0.42605	0.044841	0.0156712	0.0687561	0.0491408	0.132856	0.141512	0.147789	0.0300893	0.106483	0.000839778	0.0382759	0.0551049	0.00884738	0.106652	0.264094	0.0245581	0.0156007	0.00147005	0.00311128	0.0700925	0.0917287	0.0917287
0.614903	0.571867	0.443793	0.294954	0.317219	0.0927196	0.226784	0.206507	0.143403	0.201165	0.00323522	0.101733	0.0346678	0.0799433	0.351053	0.200215	0.0666321	0.133396	0.179643	0.00964947	0.034967	0.00580237	0.00128253	0.087366	0.208419	0.020285	0.0286441	0.0338439	0.0633767	0.0702955	0.0725302	0.0725302
0.764292	0.626037	0.500686	0.28057	0.214808	0.0270208	0.268827	0.0352735	0.212052	0.1788	0.00669491	0.0200309	0.000585641	0.0323163	0.120429	0.135159	0.0615871	0.0507089	0.00420317	0.000247919	0.0361205	0.104717	0.0161999	0.0785822	0.146666	0.137348	0.0989451	0.000699541	0.0584592	0.140715	0.023389	0.023389
0.57684	0.808161	0.499659	0.621445	0.127381	0.018395	0.336285	0.214798	0.220035	0.214741	0.0134548	0.025315	0.0290528	0.0340216	0.170482	0.0377744	0.0965654	0.25579	0.0538488	0.0208807	0.000216391	0.0112088	0.18282	0.0232457	0.364193	0.0908565	0.0307472	0.0254311	0.0227351	0.0335208	0.0238642	0.0238642
0.460595	0.62557	0.59347	0.34888	0.444915	0.0945312	0.27136	0.23376	0.47386	0.402937	0.0106735	0.0011165	0.0265144	0.0670942	0.0918082	0.0495442	0.0785445	0.0788292	0.00635213	0.000267988	0.0423051	0.011328	0.00878994	0.0201355	0.184921	0.13048	0.0191802	0.000232039	0.00129259	0.0521026	0.0386479	0.0386479
0.612888	0.709354	0.677757	0.586477	0.279381	0.0265509	0.452697	0.00888563	0.359877	0.142995	0.00485311	0.0124573	0.0995662	0.0188288	0.219669	0.127104	0.132697	0.121839	0.0185576	0.00346694	0.0107582	0.00664398	0.000305255	0.298695	0.0809176	0.0210595	0.0426686	0.00218546	0.00354598	0.209539	0.00174353	0.00174353
0.650075	0.57718	0.634728	0.785712	0.133679	0.021349	0.148443	0.192846	0.281768	0.216031	0.0276481	0.0126335	0.00102651	0.114654	0.142884	0.0565843	0.335746	0.109588	0.00301008	0.032628	0.12468	0.0431679	0.00309896	0.0858509	0.0686986	0.0441984	0.0318734	0.00173124	0.00856482	0.000335159	0.0550646	0.0550646
0.645143	0.692933	0.423006	0.399233	0.307384	0.00963312	0.302487	0.293801	0.117529	0.158698	0.00367087	0.0300279	0.0965166	0.0774755	0.0955831	0.0989047	0.109105	0.112282	0.254642	0.00151565	0.0407567	0.00106919	0.108275	0.069484	0.122389	0.0334195	0.00214022	0.00983725	0.0405539	0.0679924	0.0920836	0.0920836
0.700469	0.696965	0.44929	0.556948	0.371867	0.0414543	0.280382	0.178537	0.229528	0.351076	0.0317733	0.000317677	0.0128404	0.0250094	0.235418	0.055275	0.0360764	0.355487	0.0809594	0.000779529	0.00388448	0.109934	0.000989695	0.302683	0.0826574	0.227559	0.0514736	0.000100129	0.0332638	0.0683205	0.0345088	0.0345088
0.609291	0.747365	0.230541	0.365478	0.0404215	0.0348927	0.109574	0.131198	0.383844	0.50405	0.00697134	0.04596	0.000506496	0.039611	0.0601498	0.0571019	0.202741	0.0629898	0.13503	0.00234207	0.0126219	0.00694714	0.000367603	0.114282	0.14772	0.0799334	0.0579301	0.0355814	0.162164	0.000933178	0.0109943	0.0109943
0.676949	0.656418	0.306276	0.533845	0.0768094	0.0298231	0.23677	0.156356	0.143117	0.154696	0.00493893	0.0312381	0.017203	0.026736	0.0925453	0.0956602	0.0504229	0.114838	0.0493744	0.0143195	0.00765598	0.041743	0.0242814	0.087808	0.25252	0.163933	0.0237872	0.00303589	0.0203127	0.00537159	0.0723408	0.0723408
0.74452	0.679029	0.526146	0.460334	0.20419	0.185926	0.256652	0.108164	0.139311	0.27493	0.0130716	0.0110621	0.0189132	0.0660907	0.140021	0.0436303	0.0330749	0.423383	0.038085	0.0244107	0.0750815	0.0315698	0.0423034	0.321602	0.118441	0.0530526	0.0382144	0.00231702	0.0216261	0.0818942	0.00528447	0.00528447
0.463835	0.623006	0.519285	0.450197	0.239827	0.0784354	0.204688	0.162308	0.225134	0.087348	0.0148628	0.00148466	0.0258436	0.117949	0.0234128	0.0391172	0.108692	0.168306	0.0309982	0.017167	0.000267776	0.039608	0.0181438	0.00958279	0.273735	0.0532396	2.42E-05	0.0347391	0.0894564	0.0621077	0.0710797	0.0710797
0.721228	0.558902	0.3893	0.334304	0.0869664	0.0313689	0.458226	0.066282	0.0350772	0.2738	0.0191719	0.0026657	7.26E-05	0.089526	0.0148125	0.0252658	0.0290338	0.0266053	0.060317	0.0368077	0.0189584	0.0369979	5.22E-05	0.154151	0.075079	0.107432	0.0287012	0.000158717	0.0155437	0.160356	0.0639369	0.0639369
0.730605	0.663608	0.337036	0.606721	0.237203	0.0514505	0.37558	0.404145	0.180787	0.327628	0.0285472	0.00546983	0.00153296	0.0725314	0.277943	0.00158781	0.0597192	0.133391	0.0011695	0.00210562	0.00331917	0.222417	0.0156164	0.142282	0.0922353	0.124268	0.0188733	0.000706916	0.164915	0.124012	0.0543803	0.0543803
0.458653	0.798427	0.335849	0.554566	0.220752	0.0404006	0.125486	0.294999	0.224545	0.128391	0.00564973	0.0111476	0.000363631	0.0171633	0.100672	0.0235397	0.281464	0.079405	0.169611	0.0143568	0.00954136	0.091835	0.0531101	0.223289	0.168588	0.103498	0.00936427	0.018473	0.025686	0.148752	0.0501891	0.0501891
0.6936	0.528793	0.297811	0.372707	0.257136	0.00375731	0.059447	0.105487	0.362553	0.286423	0.00993268	0.00015661	0.012809	0.100524	0.199115	0.106795	0.0327536	0.0620018	0.0482886	0.0106973	0.0331328	0.00495726	0.0247294	0.326045	0.0549084	0.118432	0.0016843	0.02059	0.0118739	0.00670438	0.0397815	0.0397815
0.688228	0.730813	0.519277	0.439193	0.386129	0.01697	0.391709	0.245588	0.101796	0.307386	0.0150608	0.0227592	0.000557135	0.00555815	0.115506	0.0760067	0.0310366	0.168493	0.182581	0.011453	0.00457382	0.0296065	0.0649917	0.108715	0.216117	0.0126939	0.00111758	6.51E-05	0.0280645	0.1452	0.011734	0.011734
0.936983	0.687191	0.342158	0.24263	0.348138	0.14802	0.170416	0.276158	0.323282	0.0939601	0.0262505	0.00757504	0.00442417	0.0116925	0.203795	0.0621419	0.00777433	0.0345013	0.0690336	0.0031218	0.0410238	0.0443133	0.051801	0.0202368	0.0131543	0.0721889	0.00105636	0.0245242	0.0051548	0.0894872	0.00919008	0.00919008
0.278293	0.319863	0.332274	0.397875	0.283233	0.185939	0.154088	0.521677	0.10805	0.280919	0.0440982	0.0705538	0.00075191	0.123235	0.269058	0.172756	0.0795815	0.0885955	0.0758909	0.000237988	0.000242128	0.0364854	0.0283536	0.0433202	0.150084	0.0758415	0.0223076	0.028334	0.000347362	0.0193598	0.0218877	0.0218877
0.845813	0.532002	0.484528	0.396676	0.320723	0.0471211	0.380348	0.29955	0.261995	0.163013	0.0170692	0.0031512	0.0969765	0.00759359	0.0933355	0.0699949	0.166131	0.0970586	0.0722741	0.0580711	0.0544965	0.0184704	0.00114154	0.229633	0.168707	0.0874924	0.00314071	0.0282176	0.0045157	0.0652012	0.0317438	0.0317438
0.588687	0.332692	0.342049	0.359691	0.0843879	0.0371791	0.400633	0.163142	0.444448	0.290354	0.0232162	0.003926	0.0469631	0.0280229	0.0849753	0.0453842	0.033311	0.039057	0.099469	0.0259998	0.016538	0.0080451	0.000125859	0.0676649	0.130262	0.0423619	0.00456893	0.0400375	0.122594	0.30319	0.0147698	0.0147698
0.818873	0.396616	0.375794	0.404903	0.390948	0.0189733	0.319241	0.108797	0.0477533	0.285048	0.00302497	0.00976428	0.0123053	0.0666225	0.181716	0.0484079	0.0117077	0.0855137	0.109287	0.00135425	0.00370036	0.0102896	0.00363298	0.132211	0.136924	0.107279	0.0341475	7.23E-05	0.0636584	0.0289803	0.0168477	0.0168477
0.640982	0.70043	0.316577	0.56371	0.378913	0.207136	0.321247	0.0921232	0.257967	0.26386	0.0266761	0.00201661	0.16581	0.121597	0.0520294	0.32482	0.0870051	0.0941494	0.0640724	0.0107008	0.0490735	0.0169467	0.0264901	0.171852	0.0686702	0.0211952	0.0204236	0.000184181	0.0379597	0.0868142	0.0638177	0.0638177
0.320706	0.388894	0.489684	0.397075	0.237945	0.0529498	0.127592	0.120617	0.22382	0.127135	0.0391943	0.00667656	8.69E-05	0.00377694	0.0353599	0.0634095	0.0855135	0.381423	0.00745866	0.00226372	0.00218904	0.102319	0.00112983	0.105082	0.240154	0.00737107	0.0676634	0.00081627	0.0267476	0.00648913	0.0151288	0.0151288
0.871503	0.768469	0.6932	0.360613	0.0967395	0.100656	0.2469	0.0907796	0.070771	0.316435	0.0064659	0.046485	0.0544028	0.0883245	0.0925041	0.0586991	0.0709331	0.15272	0.0313051	0.000441874	0.109075	0.0140972	0.00242622	0.0544217	0.0785098	0.0522709	0.118677	0.00995646	0.0823573	0.357477	0.0483507	0.0483507
0.672575	0.686816	0.22172	0.552681	0.245016	0.0188343	0.287526	0.248796	0.282813	0.205544	0.0129552	0.00983025	0.00707328	0.0925982	0.00791617	0.041957	0.0691572	0.0901007	0.0521869	0.0222667	0.044811	0.028207	0.00196272	0.0280111	0.141327	0.200587	0.00709144	0.0497094	0.0318756	0.178562	0.00361105	0.00361105
0.769882	0.741746	0.553148	0.484071	0.408564	0.218168	0.237768	0.247673	0.144711	0.340455	0.00654014	0.00349674	0.0143933	0.0520261	0.0524531	0.0481593	0.104166	0.0250627	0.0164794	0.00472442	0.000236915	0.000103797	0.0859499	0.46473	0.304394	0.0856517	0.00567947	0.000428979	0.0101571	0.302651	0.0437711	0.0437711
0.587442	0.735165	0.403482	0.33321	0.300728	0.016933	0.31393	0.194476	0.149966	0.113756	0.025666	0.000867383	0.249881	0.0865868	0.138293	0.031475	0.129272	0.144457	0.0943401	0.012273	0.0165382	0.0633703	0.0334311	0.0432424	0.230708	0.0403264	4.37E-05	0.0195853	0.00214788	0.00102864	0.012769	0.012769
0.666072	0.659207	0.337893	0.4529	0.256335	0.122344	0.495709	0.20567	0.382052	0.343345	0.00607365	0.00683173	0.0165675	0.0335108	0.163719	0.0362126	0.0713777	0.13251	0.135833	0.00187957	0.00895442	0.379597	0.0180981	0.0312191	0.27577	0.0269006	0.00734954	0.0181157	0.0383601	0.00461024	0.0330087	0.0330087
0.498257	0.746635	0.4975	0.267634	0.426984	0.0252128	0.348709	0.194927	0.308077	0.102553	0.0108959	0.0052615	0.000929893	0.148483	0.0715695	0.0452875	0.0571497	0.0269468	0.121812	0.00143936	0.0575396	0.0268923	0.10813	0.0802822	0.255767	0.0126369	0.0221829	0.0256702	0.069551	0.00749821	0.0103201	0.0103201
0.783226	0.646514	0.41768	0.133769	0.0551974	0.112769	0.346705	0.129935	0.123501	0.144847	0.0105895	0.00353935	0.0614581	0.0907386	0.0436193	0.0614512	0.156494	0.00647941	0.144058	0.000220396	0.0290768	0.0328806	0.000148544	0.225403	0.0678302	0.0285476	0.00073626	0.0134944	0.0188639	0.361269	0.00342209	0.00342209
0.761139	0.847714	0.441919	0.600842	0.150945	0.284143	0.332371	0.194889	0.203643	0.211891	0.000749918	0.00502702	0.130621	0.0505484	0.203214	0.022104	0.161108	0.0629957	0.0446019	0.0414603	0.00970071	0.0459465	0.0171084	0.071789	0.100029	0.049854	0.00398302	0.00182758	0.244829	0.000263033	0.0128809	0.0128809
0.723601	0.698838	0.538242	0.450503	0.186847	0.0344175	0.299065	0.110727	0.118179	0.321217	0.0251005	0.00666703	0.0171651	0.0888343	0.211575	0.0599049	0.147802	0.195536	0.0436799	0.000102076	0.0214362	0.00999444	0.00490326	0.176077	0.215473	0.0119635	0.0213939	0.0408973	0.00926977	0.0350438	0.0378125	0.0378125
0.504573	0.709064	0.420718	0.325893	0.274336	0.0837996	0.245365	0.20352	0.425785	0.0967966	0.0145039	0.00494444	0.00319033	0.0346408	0.0442266	0.0569801	0.079322	0.312982	0.0987505	0.0173591	0.113708	0.0182807	0.000120809	0.0238419	0.295678	0.0308905	0.0535076	0.000206429	0.00993908	0.169417	0.157749	0.157749
0.481769	0.398584	0.466677	0.344224	0.22237	0.0410259	0.162193	0.144369	0.309954	0.102205	0.00885158	0.00628832	0.0499996	0.0485043	0.132402	0.0729555	0.141566	0.0119097	0.0243317	0.000531013	0.00749515	0.0846884	0.0119995	0.0402157	0.0621057	0.080182	0.0554917	0.00166242	0.0272192	0.00084503	0.000384015	0.000384015
0.814062	0.62212	0.403542	0.226103	0.292827	0.0115035	0.475651	0.0797559	0.102669	0.106268	0.00172911	0.0137207	0.0146725	0.028532	0.0705968	0.168444	0.129196	0.168131	0.0396102	0.000755724	0.0107413	0.0364552	0.0223414	0.0598373	0.0558742	0.0353899	0.0181934	0.000470587	0.0115242	0.100856	0.00175259	0.00175259
0.420289	0.443298	0.376845	0.335582	0.201753	0.0127441	0.345965	0.0708608	0.133063	0.309103	0.00908646	0.0046846	0.071602	0.0756894	0.133238	0.160562	0.158485	0.150757	0.00671901	0.0770782	0.00171024	0.000624629	0.0279213	0.0776793	0.0982357	0.0283044	0.0442748	0.00173114	0.0310025	0.0103757	0.00639011	0.00639011
0.723281	0.678042	0.379554	0.465889	0.353383	0.0304102	0.501826	0.218683	0.188965	0.211592	0.000953312	0.0559025	0.00868743	0.0309401	0.139269	0.177558	0.189245	0.0715684	0.128811	0.00201982	0.0200294	0.0168929	0.0921727	0.0480515	0.0628036	0.0549679	0.00284139	0.00811271	0.114915	0.0217401	0.0971037	0.0971037
0.626011	0.807733	0.644432	0.464943	0.181847	0.184736	0.400683	0.211767	0.231845	0.209496	0.00227737	0.0023002	0.0344341	0.0661195	0.0296034	0.103608	0.290736	0.0765806	0.0473973	8.76E-05	0.0104413	0.16073	0.0018787	0.13696	0.0990996	0.0451133	0.000783733	0.00822633	0.0123952	0.154287	0.00694521	0.00694521
0.612859	0.336225	0.548882	0.540493	0.177739	0.0127989	0.245634	0.353772	0.24465	0.111989	0.0414521	0.0604636	0.00375409	0.157841	0.0770097	0.016147	0.182875	0.221127	0.0443117	0.00791345	0.00190269	0.0242903	0.0360891	0.0453779	0.156916	0.0238521	0.000102395	0.0403801	0.0505657	0.13246	0.0677901	0.0677901
0.178991	0.659201	0.369221	0.58133	0.207066	0.0785482	0.168525	0.164319	0.256394	0.274726	0.00695671	0.00412253	0.0180441	0.0283048	0.0467994	0.239372	0.0584645	0.155964	0.170271	0.00715259	0.0535762	0.0823867	0.00601285	0.0195399	0.133189	0.100895	0.0113704	0.0405995	0.00984727	0.0059595	0.127743	0.127743
0.701977	0.632705	0.215702	0.448472	0.256237	0.0419997	0.20054	0.167699	0.229651	0.182325	0.0238275	0.00446986	0.068306	0.0648601	0.0620944	0.107173	0.230433	0.107516	0.000791642	0.00268693	0.0345774	0.132398	0.0670799	0.147196	0.116081	0.107527	0.0170416	0.0182591	0.00752598	0.0966745	0.00612481	0.00612481
0.720858	0.551327	0.227656	0.579294	0.327887	0.0767977	0.482621	0.103426	0.182091	0.0860646	0.00855063	0.00016153	0.00176745	0.0708235	0.0599303	0.0151177	0.0127626	0.0764507	0.0425795	0.00265483	0.00868688	0.00293884	0.00348252	0.103293	0.0832285	0.0830257	0.00438098	0.00559281	0.0876056	0.0320981	0.000996761	0.000996761
0.732408	0.648049	0.329223	0.515081	0.211925	0.00316328	0.339735	0.217245	0.207469	0.119508	0.0164676	0.00849856	0.000179509	0.0198238	0.247702	0.0986636	0.00161559	0.063976	0.174027	0.0245923	6.96E-05	0.0132598	0.0043348	0.0938103	0.234097	0.226884	0.000937133	0.000404347	0.00387058	0.0570828	0.0130166	0.0130166
0.675734	0.778766	0.392796	0.419685	0.381095	0.0872472	0.333939	0.133525	0.142545	0.53318	0.00530348	0.0179247	0.104336	0.0428801	0.0808501	0.0482716	0.0155662	0.0155096	0.00394354	0.00203242	0.0104805	0.142906	0.0141952	0.0967119	0.13304	0.052683	0.0797455	0.0676076	0.0141054	0.0475766	0.0573651	0.0573651
0.651352	0.691824	0.470113	0.298674	0.393701	0.0480253	0.284003	0.175923	0.198879	0.326925	0.00427454	0.0151158	0.133115	0.0355226	0.0115492	0.00332191	0.0198635	0.254595	0.078413	0.00157809	0.0109585	0.055107	0.0396156	0.164355	0.160026	0.149964	0.0138605	0.00602312	0.00150095	0.198741	0.00405786	0.00405786
0.743969	0.818919	0.430902	0.319252	0.202309	0.0393309	0.301194	0.115671	0.322508	0.314435	0.000114071	0.00998028	0.000900022	0.00931505	0.0852049	0.142027	0.125337	0.316663	0.0304346	0.00871603	0.0638961	0.0207714	0.000607949	0.130415	0.0792099	0.114487	0.0166076	0.000774362	0.0175235	0.017341	0.0323956	0.0323956
0.429483	0.600234	0.454914	0.149259	0.330435	0.0812025	0.138738	0.0883445	0.177143	0.457398	0.00237756	0.00197785	0.0319842	0.00764179	0.067626	0.00491927	0.225622	0.0925817	0.0303872	0.00752124	0.0382942	0.0131801	0.101485	0.249673	0.0857409	0.0850644	0.00286073	0.0384594	0.0213108	0.0885822	0.0385001	0.0385001
0.549742	0.468274	0.349223	0.440413	0.202858	0.0227762	0.272071	0.0648198	0.245766	0.211444	0.000265099	0.0558758	0.0233768	0.0253419	0.0519139	0.119816	0.135045	0.0671227	0.0548008	0.00100065	0.0592953	0.132166	0.052041	0.066197	0.120175	0.00420043	0.0282408	0.0279686	0.0114567	0.000325805	0.0178513	0.0178513
0.400632	0.306548	0.475435	0.490736	0.387374	0.0107821	0.302532	0.0607223	0.157306	0.225104	0.00100402	0.0306793	0.00265549	0.0111824	0.0926277	0.01012	0.0297872	0.122447	0.0249935	0.00293862	0.129853	0.0768907	0.00346002	0.102441	0.105177	0.188683	0.00189367	0.000253484	0.0250458	0.0388208	0.071742	0.071742
0.344912	0.629814	0.393791	0.668134	0.243017	0.15138	0.236915	0.355477	0.108273	0.112586	0.0138092	0.0451981	0.0505983	0.0862235	0.0455432	0.0425138	0.195524	0.189744	0.00288181	0.000121148	0.0573839	0.0201892	0.00565922	0.0704785	0.151718	0.0951428	0.104017	0.00149783	0.0971789	0.0185986	0.211685	0.211685
0.433295	0.495593	0.411006	0.260705	0.361444	0.029973	0.359342	0.094814	0.0940555	0.0774106	0.00356598	0.0252036	0.0121533	0.0411206	0.261694	0.0794517	0.0342188	0.161124	0.0453269	0.0135365	0.0148084	0.00786086	0.062923	0.164986	0.201552	0.0740598	0.0162275	0.0676912	0.0672309	0.0275495	0.00487066	0.00487066
0.690441	0.5537	0.463219	0.260035	0.186568	0.0426014	0.307867	0.148622	0.0964831	0.0442746	0.0807071	0.00926782	0.00613876	0.283699	0.0721656	0.00524883	0.131989	0.181916	0.0456203	0.0251467	0.00876145	0.0401442	0.0130297	0.205374	0.219028	0.126644	0.0162118	0.00832914	0.0106516	0.0922624	0.00505783	0.00505783
0.538024	0.718029	0.415162	0.1611	0.36899	0.0107603	0.203235	0.293412	0.248695	0.139178	0.00163614	0.02117	0.0321854	0.134145	0.151878	0.0438723	0.100312	0.0108423	0.0130879	0.00132654	0.000777685	0.0170979	0.0530888	0.0462253	0.0709424	0.000993502	0.0650393	0.00288352	0.0677569	0.00541876	0.00300943	0.00300943
